tx_ref,post_date_time,tx_amt,tx_payee,tx_payee_acc,tx_payee_name,tx_payee_acc_bal,tx_payee_email,tx_payee_facebook_id,tx_payee_twitter_id,tx_payee_cust_identity,tx_payee_cust_contact,tx_payee_address,tx_payee_city,tx_payee_state,tx_payee_postcode,tx_ben,tx_ben_acc,tx_ben_name,tx_ben_acc_bal,tx_ben_email,tx_ben_facebook_id,tx_ben_twitter_id,tx_ben_cust_identity,tx_ben_cust_contact,tx_ben_address,tx_ben_city,tx_ben_state,tx_ben_postcode,tx_remark,doc_ref,level,watch_name,watch_label,alert_score
TX2020030919580000749033,20200309195854,2361.62,45365,10000023091,Darrell Abramek,-14816.250000000005,DarrellAbramek@abc.com,DarrellAbramek26,@DarrellAbramek,825659,683043917,10124 Watsonville Road ,Louisville,Kentucky,40272,98806,10000008148,Mary Pond,30816.379999999965,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Darrell Abramek to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000754848,20200309195854,9160.37,39828,10000016622,Helen Schaefer,9774.00000000001,HelenSchaefer@abc.com,HelenSchaefer30,@HelenSchaefer,835086,614381006,11 North Vineyard Drive ,Pueblo West,Colorado,81007,98806,10000008148,Mary Pond,31412.239999999972,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Helen Schaefer to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000766705,20200309195854,5643.1,76478,10000018270,Tameka Martinez,51841.59000000002,TamekaMartinez@abc.com,TamekaMartinez90,@TamekaMartinez,802995,674270256,1211 Friendship Avenue ,Panama City,Florida,32401,98806,10000008146,Mary Pond,-113368.81999999998,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Tameka Martinez to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000768214,20200309195854,5775.82,45893,10000010584,Elida Adkins,-22258.519999999986,ElidaAdkins@abc.com,ElidaAdkins86,@ElidaAdkins,819088,627451262,2849 Quail Drive ,Fayetteville,Arkansas,72704,98806,10000008149,Mary Pond,-295553.2500000001,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Elida Adkins to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000772807,20200309195854,6933.84,88333,10000021126,Jeane Sansotta,10043.580000000022,JeaneSansotta@abc.com,JeaneSansotta37,@JeaneSansotta,883996,645356762,883 Rodney Drive ,Nashville,Tennessee,37205,98806,10000008148,Mary Pond,39426.26999999996,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Jeane Sansotta to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000777792,20200309195854,498.72,45135,10000004920,Kim Sandifer,-8453.12000000002,KimSandifer@abc.com,KimSandifer48,@KimSandifer,838972,639382023,1330 North Mission Boulevard ,Fayetteville,Arkansas,72701,98806,10000008146,Mary Pond,-113867.53999999998,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Kim Sandifer to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000778321,20200309195854,2882.87,25965,10000001273,Norbert Rodgers,-14500.4,NorbertRodgers@abc.com,NorbertRodgers46,@NorbertRodgers,845511,639278262,8772 West 79th Avenue ,Arvada,Colorado,80005,98806,10000008146,Mary Pond,-116750.40999999995,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Norbert Rodgers to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000783837,20200309195854,2145.07,54042,10000008260,William Morrow,49961.53999999999,WilliamMorrow@abc.com,WilliamMorrow55,@WilliamMorrow,875945,672147860,6604 North 59th Avenue #17,Glendale,Arizona,85301,98806,10000008148,Mary Pond,46652.22999999996,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,William Morrow to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000795539,20200309195854,3905.16,48181,10000017536,Charles Kissinger,120653.9399999999,CharlesKissinger@abc.com,CharlesKissinger16,@CharlesKissinger,853800,662266059,7296 West Wedington Drive ,Fayetteville,Arkansas,72704,98806,10000008146,Mary Pond,-120655.56999999998,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Charles Kissinger to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000799422,20200309195854,422.45,78500,10000012390,Shila Smith,18246.179999999982,ShilaSmith@abc.com,ShilaSmith87,@ShilaSmith,891023,641236450,2905 Stonebridge Court ,Norman,Oklahoma,73071,98806,10000008146,Mary Pond,-121078.01999999995,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Shila Smith to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000800634,20200309195854,3246.16,51115,10000017098,Ken Lowrie,-27489.42999999999,KenLowrie@abc.com,KenLowrie59,@KenLowrie,880526,697124394,12039 West 85th Drive ,Arvada,Colorado,80005,98806,10000008147,Mary Pond,29381.009999999984,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Ken Lowrie to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000806019,20200309195854,2142.82,49595,10000004017,Ronald Rodriguez,8225.229999999996,RonaldRodriguez@abc.com,RonaldRodriguez87,@RonaldRodriguez,868677,623222260,1117 Everett Avenue ,Louisville,Kentucky,40204,98806,10000008147,Mary Pond,37228.96999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Ronald Rodriguez to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000814863,20200309195854,8211.99,51335,10000004307,Virginia Owens,-14222.830000000054,VirginiaOwens@abc.com,VirginiaOwens46,@VirginiaOwens,885291,662494616,1101 West 48th Street ,Savannah,Georgia,31405,98806,10000008146,Mary Pond,-129290.00999999998,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Virginia Owens to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000821148,20200309195854,2366.31,67730,10000014144,Marvin Kelly,45475.67000000002,MarvinKelly@abc.com,MarvinKelly65,@MarvinKelly,868055,630230762,386 Daniels Road ,New Haven,Vermont,5472,98806,10000008147,Mary Pond,34862.65999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Marvin Kelly to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000821381,20200309195854,502.25,46472,10000016535,Wade Lester,-106888.21999999996,WadeLester@abc.com,WadeLester65,@WadeLester,843765,603860107,949 South Lawrence Street ,Montgomery,Alabama,36104,98806,10000008148,Mary Pond,62616.789999999964,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Wade Lester to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000827300,20200309195854,7120.94,26755,10000004899,Daniel Winstead,-5522.95,DanielWinstead@abc.com,DanielWinstead9,@DanielWinstead,836023,630821044,831 21st Street Northeast ,Washington,Dist. of Columbia,20002,98806,10000008146,Mary Pond,-130323.64999999998,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Daniel Winstead to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000830864,20200309195854,5827.66,88349,10000018656,Tammy Demarco,-26900.59000000001,TammyDemarco@abc.com,TammyDemarco72,@TammyDemarco,849603,642712138,6950 Reno Drive ,Arvada,Colorado,80002,98806,10000008146,Mary Pond,-136151.30999999994,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Tammy Demarco to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000835571,20200309195854,3841.7,64534,10000007675,Martin Edwards,24444.85999999999,MartinEdwards@abc.com,MartinEdwards69,@MartinEdwards,861585,668917414,5370 Business Park Drive ,Montgomery,Alabama,36116,98806,10000008149,Mary Pond,-291387.4800000001,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Martin Edwards to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000842283,20200309195854,9636.4,39218,10000014445,Mabel Williams,166738.49000000002,MabelWilliams@abc.com,MabelWilliams57,@MabelWilliams,899230,670477293,7502 Kingman Street ,Panama City Beach,Florida,32408,98806,10000008146,Mary Pond,-145787.70999999993,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Mabel Williams to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000857470,20200309195854,3970.76,60993,10000011136,Maria Stahlberg,-180626.84000000003,MariaStahlberg@abc.com,MariaStahlberg46,@MariaStahlberg,816501,612192324,4333 Catherine Street ,Panama City Beach,Florida,32408,98806,10000008149,Mary Pond,-295358.2400000001,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Maria Stahlberg to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000858403,20200309195854,1900.66,54416,10000002027,Joseph Ingram,96385.75,JosephIngram@abc.com,JosephIngram69,@JosephIngram,801220,683839466,33655 5th Street ,Union City,California,94587,98806,10000008149,Mary Pond,-297258.90000000014,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Joseph Ingram to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000859478,20200309195854,6152.21,36527,10000002131,Mary Mason,-79421.60999999994,MaryMason@abc.com,MaryMason48,@MaryMason,833528,652030524,20270 Andover Avenue ,Port Charlotte,Florida,33954,98806,10000008149,Mary Pond,-303411.1100000001,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Mary Mason to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000873447,20200309195854,3207.96,62390,10000019821,Betty Banks,-64713.49,BettyBanks@abc.com,BettyBanks46,@BettyBanks,846447,605339315,27 Leary Drive ,Savannah,Georgia,31406,98806,10000008148,Mary Pond,80478.79999999994,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Betty Banks to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000877954,20200309195854,5297.08,50829,10000004826,Tammy Hipps,-17739.18,TammyHipps@abc.com,TammyHipps38,@TammyHipps,847286,697655718,4500 Margalo Avenue ,Bakersfield,California,93313,98806,10000008149,Mary Pond,-305379.9400000001,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Tammy Hipps to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000880076,20200309195854,624.94,89856,10000011841,Henrietta Baxter,-45408.3,HenriettaBaxter@abc.com,HenriettaBaxter65,@HenriettaBaxter,869938,685340424,12022 Town Park Circle ,Anchorage,Alaska,99577,98806,10000008149,Mary Pond,-306004.8800000001,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Henrietta Baxter to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000891653,20200309195854,423.29,21350,10000011748,Julian Dupas,34917.349999999984,JulianDupas@abc.com,JulianDupas59,@JulianDupas,814901,606707286,33300 Mission Boulevard #APT 174,Union City,California,94587,98806,10000008148,Mary Pond,80055.50999999995,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Julian Dupas to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000897809,20200309195854,5830.65,18611,10000001959,Jon Ellis,46115.10999999997,JonEllis@abc.com,JonEllis67,@JonEllis,861250,668198471,11150 Sun Valley Drive ,Oakland,California,94605,98806,10000008146,Mary Pond,-132511.99999999994,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Jon Ellis to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000906223,20200309195854,7414.67,61274,10000005564,Josephine Zehender,-29956.359999999986,JosephineZehender@abc.com,JosephineZehender6,@JosephineZehender,860586,667921088,910 Arlington Terrace ,Fayetteville,Arkansas,72701,98806,10000008148,Mary Pond,76383.08999999995,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Josephine Zehender to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000909035,20200309195854,3429.22,73704,10000019575,Heather Torres,-11068.669999999995,HeatherTorres@abc.com,HeatherTorres30,@HeatherTorres,831039,657003500,3720 West 86th Avenue APT F,Anchorage,Alaska,99502,98806,10000008147,Mary Pond,61456.22999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Heather Torres to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000912620,20200309195854,8998.9,10847,10000020206,Alan Mitchell,-37479.73,AlanMitchell@abc.com,AlanMitchell66,@AlanMitchell,823636,623817511,1340 5th Street Northwest ,Washington,Dist. of Columbia,20001,98806,10000008148,Mary Pond,71053.55999999995,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Alan Mitchell to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000918342,20200309195854,3338.91,64299,10000009492,Lynn Christensen,-62097.40000000003,LynnChristensen@abc.com,LynnChristensen41,@LynnChristensen,885618,617954850,22572 Toreador Drive ,Salinas,California,93908,98806,10000008149,Mary Pond,-304152.78000000014,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Lynn Christensen to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000921658,20200309195854,6864.6,61292,10000018460,Sidney Eastman,133683.90999999995,SidneyEastman@abc.com,SidneyEastman43,@SidneyEastman,841745,640515998,1417 Stoneykirk Road ,Pelham,Alabama,35124,98806,10000008148,Mary Pond,72624.09999999995,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Sidney Eastman to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000934338,20200309195854,8064.33,61619,10000023818,Janet Bean,50263.26000000002,JanetBean@abc.com,JanetBean6,@JanetBean,861824,639412970,3320 Peterkin Avenue ,Anchorage,Alaska,99508,98806,10000008147,Mary Pond,53391.89999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Janet Bean to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000937497,20200309195854,4460.97,38102,10000010785,Chad Porter,83617.10000000003,ChadPorter@abc.com,ChadPorter68,@ChadPorter,829808,674121180,3001 Spyglass Hill Road ,Edmond,Oklahoma,73034,98806,10000008147,Mary Pond,48930.92999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Chad Porter to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000940890,20200309195854,4239.93,62861,10000008838,Marissa Edens,-83627.42000000004,MarissaEdens@abc.com,MarissaEdens69,@MarissaEdens,875344,692692983,1209 Meehan Road ,,Vermont,5443,98806,10000008146,Mary Pond,-136751.92999999993,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Marissa Edens to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000948544,20200309195854,8706.86,28423,10000015322,Kenneth Dunham,15409.770000000008,KennethDunham@abc.com,KennethDunham40,@KennethDunham,875393,680309616,24 Lambert Street ,Medford,Massachusetts,2155,98806,10000008147,Mary Pond,40224.06999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Kenneth Dunham to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000957083,20200309195854,4220.64,27714,10000010698,Lauren Brown,-1407.1699999999564,LaurenBrown@abc.com,LaurenBrown38,@LaurenBrown,814647,680328993,517 Retford Drive ,Severna Park,Maryland,21146,98806,10000008149,Mary Pond,-300016.2500000001,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Lauren Brown to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000959083,20200309195854,7509.49,20071,10000003170,Lisa Burns,-138212.7800000001,LisaBurns@abc.com,LisaBurns7,@LisaBurns,817398,643466602,1275 South Holland Drive ,Fayetteville,Arkansas,72704,98806,10000008146,Mary Pond,-135227.23999999993,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Lisa Burns to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000962736,20200309195854,1810.24,49328,10000003182,William Bouldin,49586.95999999996,WilliamBouldin@abc.com,WilliamBouldin33,@WilliamBouldin,845099,659991486,6435 West Hillsborough Avenue #Lot 11,Tampa,Florida,33634,98806,10000008148,Mary Pond,71046.73999999995,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,William Bouldin to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000965932,20200309195854,4146.8,48319,10000009867,Imogene Christian,-25241.210000000025,ImogeneChristian@abc.com,ImogeneChristian76,@ImogeneChristian,840705,624718141,826 Webster Street ,Hayward,California,94544,98806,10000008146,Mary Pond,-139374.03999999992,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Imogene Christian to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000966049,20200309195854,2985.91,38234,10000020311,Amy Garcia,-112647.0,AmyGarcia@abc.com,AmyGarcia51,@AmyGarcia,826362,674602634,1213 Michigan Avenue ,Lynn Haven,Florida,32444,98806,10000008149,Mary Pond,-303002.1600000001,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Amy Garcia to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000967084,20200309195854,8409.24,33957,10000017052,Mary Metheney,50345.48000000001,MaryMetheney@abc.com,MaryMetheney3,@MaryMetheney,822303,679519355,6604 North 59th Avenue #17,Glendale,Arizona,85301,98806,10000008148,Mary Pond,67723.14999999994,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Mary Metheney to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000970125,20200309195854,7067.92,83049,10000006730,Richard Kendrick,35175.50999999999,RichardKendrick@abc.com,RichardKendrick54,@RichardKendrick,851730,623019317,654 Laurette Place ,Hayward,California,94544,98806,10000008147,Mary Pond,43053.83999999998,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Richard Kendrick to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000973553,20200309195854,3886.44,69881,10000004058,Alfredo Odonnell,-74378.38999999997,AlfredoOdonnell@abc.com,AlfredoOdonnell50,@AlfredoOdonnell,800750,638257511,304 Wilmington Island Road A,Savannah,Georgia,31410,98806,10000008148,Mary Pond,63836.709999999934,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Alfredo Odonnell to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000976302,20200309195854,2131.37,16457,10000014283,Demetrius Lewis,5256.559999999992,DemetriusLewis@abc.com,DemetriusLewis7,@DemetriusLewis,840889,682809386,201 West Street ,Annapolis,Maryland,21401,98806,10000008146,Mary Pond,-141505.40999999992,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Demetrius Lewis to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000981982,20200309195854,3452.2,39732,10000001760,Michael Rybowiak,-53282.15999999999,MichaelRybowiak@abc.com,MichaelRybowiak61,@MichaelRybowiak,895550,652522131,449 Saratoga Lane ,Montgomery,Alabama,36117,98806,10000008147,Mary Pond,44944.78999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Michael Rybowiak to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000990007,20200309195854,65.22,41004,10000016553,Peggy Heinrich,-10295.830000000013,PeggyHeinrich@abc.com,PeggyHeinrich31,@PeggyHeinrich,869954,647652815,4418 15th Street Northwest ,Washington,Dist. of Columbia,20011,98806,10000008149,Mary Pond,-286259.76000000007,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Peggy Heinrich to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000994464,20200309195854,3500.8,53803,10000003051,Theodore Higgins,-131878.00999999998,TheodoreHiggins@abc.com,TheodoreHiggins14,@TheodoreHiggins,827031,625840603,6233 South Hampton Drive ,Montgomery,Alabama,36116,98806,10000008146,Mary Pond,-133582.48999999993,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,Theodore Higgins to Mary Pond,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
